Rodada;E[W1];V[W1];E[N1];E[Nq1];E[T1];E[W2];V[W2];E[N2];E[Nq2];E[T2]
1;0.6722480038041082;1.7839136955597752;0.7801977293787458;0.3134037319253615;1.6736921225868457;10.44354960659244;149.4615475470521;5.333326666799997;4.866775997813377;11.446311091237897
2;0.6670392330844643;1.8003838532028973;0.7771448000453344;0.3109905897804282;1.6637825918951399;10.563334066710448;166.34581231011077;5.415636364848513;4.949668825605931;11.563449423484066
3;0.6514337188553875;1.6851408139245794;0.7715666666666666;0.30582333333333334;1.6487687123035675;10.410208919316196;162.60840177885467;5.303326666666667;4.83613;11.413859143639227
4;0.6713193281742627;1.7838756936118303;0.7796432773683456;0.3122206333809986;1.6738828676222683;10.707548351155717;158.74947779164233;5.4562429793772855;4.989260322190335;11.703809711311429
5;0.6640980085009512;1.788910378929449;0.772926215436924;0.3073517891964866;1.665089826480709;10.426758140391524;161.88931964290765;5.346149102485041;4.879797996633277;11.425243473750418
6;0.6700384113899247;1.8301321414624057;0.7746405629652346;0.30888750362520545;1.6751792272975272;10.035273445689398;138.47718001162434;5.124350379854858;4.6591106829386995;11.038208810874133
7;0.6541654864332815;1.6907942804507115;0.7745142807622184;0.3078405034347825;1.651404326324847;10.435199669651519;164.28172942976408;5.33948516593949;4.874007979494632;11.43649919961049
8;0.6456853260329735;1.6614247235889588;0.7689343431649688;0.30314950130673635;1.642960884573427;10.626293365454808;168.55911833459876;5.400861379273561;4.934293162301989;11.626538638965167
9;0.66931377490207;1.795043041816985;0.7796314135148378;0.31327851312118554;1.6693443515632442;11.029724534269455;188.95974982595024;5.626600357986874;5.159860805103813;12.027531096158503
10;0.6724854191430416;1.865325483733109;0.7792581382790782;0.31337124419170537;1.6701804002368776;10.22982863748951;137.38686046104937;5.242051719655202;4.775124832501117;11.232209973402535
Superior T-student;0.6707638021920606;-;0.7786555485568953;0.312194886754199;1.6717388575612613;10.683397933505535;-;5.453905728464786;4.98732064867136;11.682724006167872
Inferior T-student;0.6568015398720326;-;0.7730359369595756;0.30706858190504566;1.6551182046156294;10.29814581383867;-;5.263700428112713;4.797485472245273;11.300008106318904
Precisão T-student;0.010517194052625337;-;0.0036216036820291976;0.008278067589312472;0.004995902329135957;0.01836147636732551;-;0.017746994764809645;0.019401015623629163;0.016652323926320087
Superior Chi-Quadrado;0.34894116253652935;5.00647832245848e-05;0.4078511344777266;0.16276902373361904;0.8744408535582434;5.514850407006084;0.03811630798835993;2.817046990749374;2.5718670974933895;6.04084861776211
Inferior Chi-Quadrado;2.458099733526866;0.00035267902877623124;2.8730882813900687;1.1466187908517438;6.15995778053701;38.84910630021487;0.2685085526400373;19.84455604766545;18.117397732785964;42.55447614622621
Precisão Chi-Quadrado;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463;0.7513814900054463
